100	100	100
3
2	12	32	29	11136	2
2	21	29	38	23142	2
2	12	20	49	11760	1
2	30	50	2	3000	2
2	32	35	23	25760	2
2	38	35	4	5320	3
2	10	3	48	1440	3
2	11	8	16	1408	3
2	42	27	5	5670	3
2	21	3	21	1323	1
2	47	7	20	6580	2
2	14	14	8	1568	1
2	12	4	2	96	3
2	39	50	5	9750	2
2	43	41	49	86387	1
2	48	11	32	16896	2
2	41	4	40	6560	1
2	21	14	9	2646	2
2	29	15	18	7830	2
2	31	33	4	4092	3
2	1	3	7	21	1
2	27	21	37	20979	2
2	39	13	29	14703	1
2	49	49	1	2401	2
2	16	48	1	768	1
2	15	25	33	12375	1
2	49	18	33	29106	3
2	11	5	33	1815	3
2	31	48	29	43152	1
2	35	20	19	13300	2
2	16	44	29	20416	1
2	40	6	5	1200	3
2	28	50	7	9800	2
2	50	36	40	72000	3
2	12	47	18	10152	1
2	31	49	39	59241	2
2	28	18	36	18144	2
2	14	32	47	21056	1
2	24	43	23	23736	1
2	50	20	25	25000	2
2	10	5	7	350	1
2	44	45	10	19800	2
2	23	39	11	9867	1
2	30	14	18	7560	2
2	45	5	20	4500	3
2	15	37	34	18870	2
2	26	2	18	936	1
2	20	36	36	25920	2
2	31	43	31	41323	2
2	5	2	19	190	2
2	11	11	7	847	2
2	37	29	22	23606	2
2	6	8	13	624	3
2	16	31	9	4464	2
2	17	12	9	1836	2
2	43	32	10	13760	3
2	23	36	16	13248	1
2	49	40	42	82320	2
2	39	20	28	21840	1
2	17	21	34	12138	1
2	73	93	10	67890	1
2	87	83	15	108315	2
2	82	92	36	271584	1
2	85	73	16	99280	2
2	98	99	11	106722	1
2	94	88	4	33088	2
2	94	83	30	234060	3
2	85	78	31	205530	2
2	72	87	28	175392	3
2	78	70	36	196560	1
2	79	27	94	200502	3
2	92	20	87	160080	3
2	80	12	97	93120	1
2	74	38	68	191216	1
2	82	15	98	120540	2
2	93	20	99	184140	2
2	71	5	96	34080	1
2	77	13	78	78078	1
2	80	38	97	294880	1
2	98	44	99	426888	1
2	54	61	72	237168	2
2	72	97	57	398088	2
2	50	77	74	284900	1
2	50	50	50	125000	3
2	50	50	50	125000	2
2	73	97	50	354050	2
2	56	94	50	263200	2
2	57	80	50	228000	2
2	55	57	50	156750	2
2	85	54	50	229500	1
2	19	71	75	101175	3
2	28	84	96	225792	2
2	33	76	90	225720	3
2	20	100	68	136000	3
2	1	89	86	7654	3
2	39	95	75	277875	2
2	37	83	95	291745	3
2	42	77	77	249018	2
2	33	94	83	257466	2
2	5	92	67	30820	2
