100	100	100
1
2	82	89	87	634926	1
2	83	65	61	329095	1
2	70	84	57	335160	1
2	57	70	54	215460	1
2	58	82	56	266336	1
2	60	100	84	504000	1
2	79	74	73	426758	1
2	62	92	80	456320	1
2	59	58	82	280604	1
2	99	61	70	422730	1
2	56	79	66	291984	1
2	97	90	56	488880	1
2	52	75	83	323700	1
2	54	77	53	220374	1
2	62	78	91	440076	1
2	73	56	76	310688	1
2	52	59	89	273052	1
2	58	93	70	377580	1
2	56	65	57	207480	1
2	66	86	85	482460	1
2	69	78	89	478998	1
2	66	87	87	499554	1
2	66	75	53	262350	1
2	91	83	70	528710	1
2	90	52	64	299520	1
2	51	59	60	180540	1
2	83	83	93	640677	1
2	78	88	98	672672	1
2	78	68	95	503880	1
2	76	100	99	752400	1
2	82	93	57	434682	1
2	91	93	67	567021	1
2	78	63	96	471744	1
2	52	77	77	308308	1
2	91	61	84	466284	1
2	82	95	67	521930	1
2	96	59	91	515424	1
2	100	81	56	453600	1
2	69	62	74	316572	1
2	59	59	66	229746	1
2	79	92	81	588708	1
2	82	99	95	771210	1
2	57	51	66	191862	1
2	67	91	56	341432	1
2	56	67	88	330176	1
2	94	91	86	735644	1
2	53	50	88	233200	1
2	77	94	63	455994	1
2	51	76	74	286824	1
2	89	77	75	513975	1
2	91	63	87	498771	1
2	56	82	85	390320	1
2	52	51	89	236028	1
2	75	95	81	577125	1
2	54	88	89	422928	1
2	90	53	51	243270	1
2	80	53	64	271360	1
2	65	52	82	277160	1
2	71	79	68	381412	1
2	79	84	57	378252	1
2	85	97	18	148410	1
2	78	78	48	292032	1
2	85	83	4	28220	1
2	94	95	47	419710	1
2	67	77	20	103180	1
2	79	83	18	118026	1
2	79	97	22	168586	1
2	78	67	4	20904	1
2	97	84	47	382956	1
2	93	76	37	261516	1
2	73	40	80	233600	1
2	73	22	77	123662	1
2	71	31	67	147467	1
2	97	46	95	423890	1
2	100	32	74	236800	1
2	100	44	98	431200	1
2	81	28	77	174636	1
2	69	44	74	224664	1
2	90	8	96	69120	1
2	77	22	100	169400	1
2	35	82	97	278390	1
2	6	69	72	29808	1
2	21	98	83	170814	1
2	1	85	96	8160	1
2	29	90	100	261000	1
2	18	85	74	113220	1
2	5	85	74	31450	1
2	41	88	91	328328	1
2	39	92	97	348036	1
2	45	86	87	336690	1
2	40	49	25	49000	1
2	19	45	50	42750	1
2	44	11	13	6292	1
2	16	34	17	9248	1
2	41	4	1	164	1
2	42	31	32	41664	1
2	48	45	12	25920	1
2	44	41	21	37884	1
2	37	28	9	9324	1
2	43	50	37	79550	1
